| Object_Name | AGN_Type | Chi2_Flux/StdDev | Reduced_Chi2_Flux/StdDev | Chi2_Flux/Errors | Reduced_Chi2_Flux/Errors |
| PGC2580033 | S2 | 1382.0526 | 1.1732 | 5077.1545 | 4.3063 |
| PGC2588519 | S2 | 1176.5684 | 1.0030 | 4319.2312 | 3.6791 |
| PGC2546780 | S2 | 1190.0222 | 1.0128 | 8538.0031 | 7.2602 |
| PGC2639903 | S2 | 1238.1114 | 1.0501 | 9697.6385 | 8.2183 |
| 2MASXJ17043832+5946593 | S2 | 1230.3453 | 1.0516 | 4103.5609 | 3.5043 |
| PGC3137771 | S2 | 1661.6480 | 1.4154 | 18551.9066 | 15.7889 |
| PGC2651330 | S2 | 1253.1956 | 1.0675 | 4853.2472 | 4.1304 |
| PGC097545 | S2 | 1568.5511 | 1.3349 | 6089.9320 | 5.1785 |
| PGC2636237 | S2 | 1178.7948 | 1.0049 | 4557.9469 | 3.8824 |
| PGC2463072 | S2 | 1384.3415 | 1.1772 | 5000.6963 | 4.2487 |
| PGC3135441 | S2 | 1401.1959 | 1.1905 | 4968.9500 | 4.2181 |
| PGC3137681 | S2 | 1319.4827 | 1.1326 | 11424.2653 | 9.7978 |
| SDSSJ172603.07+602115.6 | S2 | 1179.1648 | 1.0061 | 4533.6515 | 3.8650 |
| PGC2612892 | S2 | 1869.3547 | 1.5923 | 14694.7583 | 12.5062 |
| PGC2661814 | S2 | 1201.7675 | 1.0298 | 5856.3861 | 5.0140 |
| PGC2503925 | S2 | 1373.6478 | 1.1661 | 31965.9294 | 27.1127 |
| PGC3135640 | S2 | 1180.3187 | 1.0037 | 8752.3957 | 7.4362 |
| PGC3136612 | S2 | 1333.7959 | 1.1303 | 621051.6858 | 525.8693 |
| PGC3135624 | S2 | 1188.0773 | 1.0094 | 4535.8499 | 3.8505 |
| PGC2460354 | S2 | 1178.9520 | 1.0008 | 13473.5939 | 11.4280 |
| PGC3137700 | S2 | 1230.2014 | 1.0596 | 5298.0541 | 4.5594 |
| PGC3136684 | S2 | 1181.0721 | 1.0043 | 7502.8714 | 6.3746 |
| PGC3137164 | S2 | 1363.5975 | 1.1595 | 4738.4763 | 4.0259 |
| PGC3136317 | S2 | 1211.3153 | 1.0292 | 4277.4200 | 3.6311 |
| PGC2514311 | S2 | 1205.0656 | 1.0256 | 4939.1940 | 4.2000 |
| PGC3137995 | S2 | 1173.5199 | 1.0047 | 3577.9799 | 3.0607 |
| PGC2640097 | S2 | 1245.7090 | 1.0611 | 4302.2041 | 3.6615 |
| PGC3136484 | S2 | 1242.7184 | 1.0558 | 6133.4847 | 5.2067 |
| PGC3138820 | S2 | 1180.6969 | 1.0014 | 4943.3543 | 4.1893 |
| PGC2484784 | S2 | 1196.8457 | 1.0177 | 4234.1563 | 3.5974 |
| PGC3137399 | S2 | 1187.1903 | 1.0078 | 4240.8551 | 3.5970 |
| PGC2580511 | S2 | 1167.2689 | 1.0011 | 5236.5111 | 4.4872 |
| PGC2532265 | S2 | 1166.4055 | 1.0003 | 4785.5619 | 4.1007 |
| PGC2585390 | S2 | 1249.7245 | 1.0972 | 5741.1765 | 5.0361 |
| PGC2600291 | S2 | 1225.3790 | 1.0411 | 4460.8823 | 3.7868 |
| PGC2633897 | S2 | 1207.6413 | 1.0304 | 4044.2989 | 3.4478 |
| PGC2560827 | S2 | 1186.8874 | 1.0075 | 3666.5299 | 3.1099 |
| PGC3137183 | S2 | 1192.3251 | 1.0191 | 4735.7639 | 4.0442 |
| PGC2647147 | S2 | 1219.9660 | 1.0392 | 4402.7771 | 3.7470 |
| PGC2487727 | S2 | 1833.0323 | 1.5561 | 14427.0510 | 12.2367 |
| PGC3136419 | S2 | 1227.0489 | 1.0425 | 5779.6462 | 4.9063 |
| PGC3138144 | S2 | 1192.6911 | 1.0159 | 4281.0664 | 3.6435 |
| PGC059581 | S2 | 1179.6964 | 1.0023 | 6824.9361 | 5.7937 |
| SDSSJ172630.22+615344.1 | S2 | 1235.8316 | 1.0554 | 9469.7356 | 8.0800 |
| PGC060453 | S2 | 1178.6415 | 1.0040 | 4526.6597 | 3.8525 |
| UGC10889 | S2 | 1273.1217 | 1.0817 | 5506.2227 | 4.6742 |
| SDSSJ171832.85+531304.6 | S1.8 | 1207.8955 | 1.0315 | 6126.7205 | 5.2276 |
| PGC2435608 | S2 | 1274.6498 | 1.1162 | 6392.1481 | 5.5924 |
| PGC2506355 | S2 | 1212.3483 | 1.0309 | 4428.1307 | 3.7622 |
| PGC2576659 | S2 | 1202.8077 | 1.0219 | 5783.8798 | 4.9099 |
| PGC2507362 | S2 | 1325.8674 | 1.1265 | 5448.0507 | 4.6248 |
| PGC3134409 | S2 | 1175.2988 | 1.0003 | 4069.8721 | 3.4608 |
| PGC2629563 | S2 | 1213.0656 | 1.0650 | 7140.1015 | 6.2632 |
| PGC3137603 | S2 | 1303.3923 | 1.1112 | 4582.5877 | 3.9034 |
| SDSSJ172436.53+633724.6 | S2 | 1222.9812 | 1.0408 | 6049.6848 | 5.1443 |
| PGC2440507 | S2 | 1583.1223 | 1.3405 | 34193.7019 | 28.9287 |
| PGC2596729 | S2 | 1182.7155 | 1.0109 | 4281.0742 | 3.6559 |
| PGC060599 | S2 | 1302.8303 | 1.1193 | 5041.8031 | 4.3277 |
| PGC3136130 | S2 | 1301.4816 | 1.1058 | 5030.6491 | 4.2705 |
| PGC3137966 | S2 | 1202.7195 | 1.0236 | 4017.4481 | 3.4162 |
| PGC2816183 | S1.8 | 1180.3724 | 1.0020 | 4823.9225 | 4.0915 |
| PGC2669339 | S2 | 1180.6264 | 1.0074 | 4847.8469 | 4.1329 |
| PGC3137651 | S2 | 1177.0007 | 1.0000 | 13170.8303 | 11.1807 |
| PGC3138317 | S2 | 1181.4807 | 1.0107 | 4598.8393 | 3.9306 |
| PGC3135717 | S2 | 1166.3983 | 1.0038 | 3982.6503 | 3.4245 |
| PGC2471297 | S2 | 1236.9942 | 1.0573 | 4854.1065 | 4.1453 |
| PGC2495397 | S2 | 1346.8885 | 1.1414 | 5079.2670 | 4.3008 |
| PGC060005 | S2 | 1181.6923 | 1.0091 | 3875.2646 | 3.3065 |
| PGC3136754 | S2 | 1372.0767 | 1.1657 | 27583.4584 | 23.4155 |
| PGC2533337 | S2 | 1489.2318 | 1.2728 | 5224.7831 | 4.4618 |
| SDSSJ173707.88+574832.5 | S2 | 1221.9715 | 1.0391 | 11066.8953 | 9.4026 |
| PGC2602568 | S2 | 1254.3797 | 1.0666 | 4062.3336 | 3.4514 |
| 2MASXJ17160586+6344410 | S2 | 1191.5464 | 1.0149 | 4255.3571 | 3.6216 |
| PGC3137112 | S2 | 1217.0492 | 1.0340 | 5782.4150 | 4.9087 |
| PGC059909 | S2 | 1169.8020 | 1.0015 | 5322.8897 | 4.5534 |
| PGC059917 | S2 | 1343.4029 | 1.1512 | 4641.8983 | 3.9742 |
| PGC060581 | S2 | 1182.2760 | 1.0079 | 3917.2519 | 3.3367 |
| SDSSJ172908.33+571901.0 | S2 | 2356.6348 | 2.0074 | 24761.5258 | 21.0736 |
| PGC2447626 | S2 | 1263.7555 | 1.0811 | 4907.8139 | 4.1947 |
| PGC2642561 | S2 | 1196.4957 | 1.0174 | 4699.4121 | 3.9927 |
| PGC2442477 | S2 | 1260.3737 | 1.0856 | 4223.0444 | 3.6343 |
| PGC3137130 | S2 | 1231.7029 | 1.0939 | 7306.5215 | 6.4832 |
| PGC3136618 | S2 | 1177.0298 | 1.0000 | 4052.2822 | 3.4400 |
| PGC3137099 | S2 | 1201.3846 | 1.0225 | 4532.6735 | 3.8543 |
| PGC3138088 | S2 | 1179.1942 | 1.0002 | 14334.2117 | 12.1476 |
| PGC3136032 | S2 | 1268.9232 | 1.0790 | 5155.0206 | 4.3798 |
| PGC3139171 | S2 | 1196.5173 | 1.0174 | 6020.2493 | 5.1149 |
| PGC2586571 | S2 | 1185.2911 | 1.0079 | 4441.5978 | 3.7737 |
| PGC2659173 | S2 | 1249.3002 | 1.0596 | 398957.9487 | 338.1000 |
| PGC2562939 | S2 | 1208.0363 | 1.0246 | 7663.0453 | 6.4941 |
| PGC3137002 | S2 | 1190.9672 | 1.0232 | 5205.4349 | 4.4682 |
| SDSSJ172419.94+551058.7 | S2 | 1190.3398 | 1.0306 | 5392.8830 | 4.6651 |
| 2MASXJ17335884+5830269 | S2 | 1186.0026 | 1.0068 | 38357.4529 | 32.5339 |
| PGC3136476 | S2 | 1175.1862 | 1.0002 | 4102.9152 | 3.4889 |
| PGC2449352 | S2 | 1172.5905 | 1.0005 | 3782.8572 | 3.2249 |
| PGC3137632 | S2 | 1193.0052 | 1.0153 | 5087.6115 | 4.3262 |
| PGC2591970 | S2 | 1431.0233 | 1.2252 | 5856.5208 | 5.0099 |
| PGC3136019 | S2 | 1232.1483 | 1.0486 | 4293.6587 | 3.6511 |
| SDSSJ172040.35+611443.7 | S2 | 1207.2191 | 1.0301 | 4412.6954 | 3.7619 |
| PGC059755 | S2 | 1173.6375 | 1.0066 | 4538.2475 | 3.8888 |
| PGC2642465 | S2 | 1418.5916 | 1.2042 | 4850.6740 | 4.1142 |
| SDSSJ173938.64+544208.6 | S2 | 1333.0075 | 1.1345 | 5348.5172 | 4.5481 |
| PGC3137785 | S2 | 1169.0486 | 1.0000 | 4132.3873 | 3.5320 |
| PGC2644384 | S2 | 1175.2709 | 1.0002 | 4016.7381 | 3.4156 |
| PGC2582037 | S2 | 1208.8797 | 1.0253 | 6463.3616 | 5.4774 |
| PGC2603268 | S2 | 1236.4594 | 1.0505 | 4378.0352 | 3.7165 |
| PGC2543407 | S2 | 1213.7441 | 1.0339 | 5130.2711 | 4.3662 |
| PGC3137947 | S2 | 1330.9956 | 1.1337 | 4750.3944 | 4.0429 |
| PGC3135967 | S2 | 1223.6453 | 1.0432 | 4171.0500 | 3.5529 |
| PGC3137527 | S2 | 1366.2546 | 1.1578 | 5193.0262 | 4.3971 |
| PGC2575530 | S2 | 1186.3485 | 1.0079 | 6857.7172 | 5.8215 |
| PGC060179 | S2 | 1177.6781 | 1.0031 | 4470.5324 | 3.8047 |
| PGC3136998 | S2 | 1197.0439 | 1.0153 | 3950.1927 | 3.3476 |
| PGC2566584 | S2 | 1182.5471 | 1.0013 | 3721.9302 | 3.1488 |
| PGC2594060 | S2 | 1295.9548 | 1.1039 | 4900.4570 | 4.1706 |
| SDSSJ170000.78+612225.2 | S2 | 1175.0009 | 1.0000 | 4001.9045 | 3.4030 |
| PGC060399 | S2 | 1119.4182 | 1.0298 | 3420.9092 | 3.1442 |
| PGC3133752 | S2 | 1100.8312 | 1.0017 | 6616.8503 | 6.0153 |
| PGC3139346 | S2 | 1300.1979 | 1.1132 | 7096.0058 | 6.0702 |
| PGC3137340 | S2 | 1428.7680 | 1.2328 | 7092.8138 | 6.1145 |
| PGC3135979 | S2 | 1164.7503 | 1.0137 | 4978.2114 | 4.3289 |
| PGC2571583 | S2 | 1231.4380 | 1.0463 | 6589.5642 | 5.5939 |
| PGC2586909 | S2 | 1168.4862 | 1.0004 | 4104.2641 | 3.5109 |
| PGC3139318 | S2 | 1307.5117 | 1.1128 | 5992.5961 | 5.0957 |
