| Object_Name | AGN_Type | Chi2_Flux/StdDev | Reduced_Chi2_Flux/StdDev | Chi2_Flux/Errors | Reduced_Chi2_Flux/Errors |
| PGC2629563 | S2 | 1106.0255 | 1.0082 | 6933.8577 | 6.3150 |
| PGC3139985 | S2 | 1157.7698 | 1.0337 | 5602.3034 | 4.9976 |
| PGC3137603 | S2 | 1257.3062 | 1.1127 | 4816.3871 | 4.2585 |
| PGC2677795 | S2 | 1253.6237 | 1.1294 | 4653.5857 | 4.1886 |
| SDSSJ172436.53+633724.6 | S2 | 1335.1899 | 1.1795 | 6168.9350 | 5.4448 |
| PGC2596729 | S2 | 1162.5325 | 1.0483 | 3989.1939 | 3.5939 |
| PGC3136130 | S2 | 1200.5994 | 1.0569 | 5176.9542 | 4.5532 |
| PGC3137966 | S2 | 1265.7110 | 1.1231 | 5065.2083 | 4.4904 |
| PGC2816183 | S1.8 | 1271.7765 | 1.1614 | 6360.9627 | 5.8038 |
| PGC2669339 | S2 | 1199.0289 | 1.0555 | 5261.1532 | 4.6272 |
| PGC3137651 | S2 | 1221.9323 | 1.0794 | 10167.5785 | 8.9740 |
| PGC3138317 | S2 | 1135.6608 | 1.0086 | 4833.3325 | 4.2887 |
| PGC3135717 | S2 | 1282.3531 | 1.1511 | 4916.4980 | 4.4094 |
| PGC060005 | S2 | 1188.6923 | 1.0391 | 3924.4570 | 3.4275 |
| PGC3136754 | S2 | 1583.2840 | 1.3987 | 17276.1498 | 15.2481 |
| PGC2533337 | S2 | 1394.3623 | 1.2285 | 5871.0785 | 5.1682 |
| SDSSJ173707.88+574832.5 | S2 | 1164.9569 | 1.0246 | 7027.8258 | 6.1756 |
| PGC2602568 | S2 | 1197.5224 | 1.0769 | 3959.3606 | 3.5574 |
| 2MASXJ17160586+6344410 | S2 | 1388.2194 | 1.2950 | 4828.6407 | 4.5001 |
| PGC3137112 | S2 | 1136.6782 | 1.0185 | 6147.0017 | 5.5031 |
| PGC059909 | S2 | 1121.1113 | 1.0001 | 3920.3164 | 3.4940 |
| PGC059917 | S2 | 1076.8961 | 1.0036 | 3272.4301 | 3.0470 |
| SDSSJ172908.33+571901.0 | S2 | 4828.0365 | 4.2129 | 79605.0162 | 69.4028 |
| PGC2642561 | S2 | 1181.4551 | 1.0644 | 4359.3034 | 3.9238 |
| PGC3137130 | S2 | 1369.4878 | 1.2109 | 6813.9958 | 6.0194 |
| PGC3136618 | S2 | 1327.4801 | 1.1758 | 5266.7688 | 4.6609 |
| PGC3137099 | S2 | 1199.1154 | 1.0556 | 5056.0280 | 4.4468 |
| PGC3138088 | S2 | 1097.5771 | 1.0910 | 91952.0521 | 91.3129 |
| PGC3136032 | S2 | 1128.4684 | 1.0049 | 6208.5460 | 5.5236 |
| PGC3139171 | S2 | 1198.6157 | 1.0551 | 4948.0922 | 4.3519 |
| PGC2586571 | S2 | 1140.0113 | 1.0243 | 4746.1891 | 4.2605 |
| PGC2659173 | S2 | 1124.9992 | 1.0081 | 5081.7720 | 4.5495 |
| PGC2562939 | S2 | 1487.5349 | 1.3401 | 9346.7468 | 8.4129 |
| PGC3137002 | S2 | 1136.8339 | 1.0458 | 5269.7695 | 4.8435 |
| SDSSJ172419.94+551058.7 | S2 | 1281.1759 | 1.1460 | 5450.2745 | 4.8707 |
| 2MASXJ17335884+5830269 | S2 | 1544.3226 | 1.3740 | 7034.6576 | 6.2530 |
| PGC3136476 | S2 | 1146.6686 | 1.0112 | 5098.3899 | 4.4920 |
| PGC3140009 | S2 | 2763.0395 | 2.4216 | 311759.9564 | 272.9947 |
| PGC3137632 | S2 | 1202.9233 | 1.0655 | 4347.6248 | 3.8475 |
| PGC2591970 | S2 | 1153.0687 | 1.0115 | 4348.2663 | 3.8109 |
| PGC3136019 | S2 | 1134.0012 | 1.0000 | 4011.4835 | 3.5343 |
| SDSSJ171747.51+643141.0 | S2 | 1148.0555 | 1.0000 | 190944.5984 | 166.1833 |
| SDSSJ172040.35+611443.7 | S2 | 1125.8176 | 1.0034 | 3920.8655 | 3.4914 |
| PGC059755 | S2 | 1163.3521 | 1.0223 | 4218.1716 | 3.7034 |
| PGC2678729 | S2 | 2620.7656 | 2.2829 | 44314.7103 | 38.5681 |
| PGC2642465 | S2 | 1138.0108 | 1.0000 | 4947.0696 | 4.3433 |
| PGC3137785 | S2 | 1429.7989 | 1.2777 | 5318.1463 | 4.7483 |
| PGC2644384 | S2 | 1242.6215 | 1.1155 | 4684.1721 | 4.2011 |
| PGC2582037 | S2 | 1152.5150 | 1.0181 | 4574.1522 | 4.0372 |
| PGC2603268 | S2 | 1421.1992 | 1.2577 | 5862.3543 | 5.1833 |
| PGC2543407 | S2 | 1167.9877 | 1.0255 | 3941.6459 | 3.4576 |
| PGC3137947 | S2 | 999.0450 | 1.0021 | 18673.2159 | 18.7106 |
| PGC3135967 | S2 | 1466.1500 | 1.2895 | 6746.3862 | 5.9283 |
| PGC3137527 | S2 | 1121.1492 | 1.0458 | 4444.4610 | 4.1421 |
| PGC2575530 | S2 | 1127.1966 | 1.0020 | 5099.6329 | 4.5290 |
| PGC3136998 | S2 | 1344.2118 | 1.1938 | 5386.8568 | 4.7798 |
| PGC2566584 | S2 | 1155.3299 | 1.0188 | 3974.1676 | 3.5015 |
| PGC2594060 | S2 | 1142.7798 | 1.0016 | 4298.0978 | 3.7637 |
| SDSSJ170000.78+612225.2 | S2 | 1114.7974 | 1.0034 | 3930.7514 | 3.5348 |
| PGC060399 | S2 | 1121.9605 | 1.0026 | 3562.8189 | 3.1811 |
| PGC3139346 | S2 | 1235.8854 | 1.1064 | 4215.0227 | 3.7701 |
| PGC3137340 | S2 | 1142.8768 | 1.0150 | 4169.4610 | 3.6996 |
| PGC3135979 | S2 | 1321.4269 | 1.1581 | 5070.4383 | 4.4400 |
| PGC2571583 | S2 | 1158.2048 | 1.0169 | 4553.2529 | 3.9941 |
| PGC2586909 | S2 | 1325.0140 | 1.1674 | 6613.5980 | 5.8218 |
| PGC3139447 | S2 | 1829.3403 | 1.6132 | 21932.6478 | 19.3239 |
| PGC3139318 | S2 | 1826.7879 | 1.6138 | 8908.9683 | 7.8632 |
