Name                     Objtype  Agnclass  RA          DEC         Mean_Flux            Stddev              Sector  Camera  CCD  Chi2_Normalized     Chi2_reduced_Normalized  Chi2_Standardized   Chi2_reduced_Standardized  
PGC2576659               G        S2        17.1675739  58.2719625  762.8564652368186    2257.4110365604083  19      4       3    1119.0              1.0008944543828264       6620.472253303184   5.921710423348107          
PGC3139201               G        S2        17.176716   64.3340305  -277.4288791005291   1834.7727830794845  19      4       3    1133.9999999999995  1.0008826125330976       4405.931806242741   3.88873063216482           
PGC2661814               G        S2        17.1808844  63.8536769  -962.4316808435854   2031.309005206886   19      4       3    1138.0              1.0008795074758134       6398.803065228676   5.627795132127244          
PGC2642561               G        S2        17.1890322  62.7467226  487.85203897389744   1923.6605199927894  19      4       3    1111.0              1.000900900900901        4359.303397769265   3.927300358350689          
PGC2562939               G        S2        17.2105842  57.3224271  -1586.0548319531954  2720.8005005218206  19      4       3    1111.0              1.000900900900901        9346.746776338048   8.420492591295538          
PGC3139163               G        S2        17.2414326  64.2823531  269.06111273046537   1805.1538893992138  19      4       3    1139.0              1.0008787346221442       4530.501813775014   3.981108799450803          
PGC2546780               G        S2        17.2653225  56.7551388  127.98176352313166   2445.272260762263   19      4       3    1124.0              1.0008904719501335       5782.604673914551   5.149247260832191          
PGC2612892               G        S2        17.3102894  61.1544632  1041.598996511628    2919.3222211569914  19      4       3    1118.0000000000002  1.0008952551477173       11400.018028023562  10.20592482365583          
PGC2639903               G        S2        17.3168498  62.6103865  -5.48164096069873    2316.8380724997905  19      4       3    1145.0              1.0008741258741258       5723.572362216253   5.0031226942449765         
PGC3139447               G        S2        17.3329132  64.6817252  -2642.6205295154186  3376.2455733525235  19      4       3    1135.0              1.0008818342151675       21932.64783572581   19.3409592907635           
PGC2647147               G        S2        17.347926   62.9742427  635.459393250444     2248.452261106674   19      4       3    1125.9999999999998  1.0008888888888887       6042.9989801416705  5.3715546490148185         
PGC3140013               G        S2        17.3793619  65.6812931  -292.65796602282705  1618.6049963136275  19      4       3    1139.0              1.0008787346221442       3902.5818890010987  3.429333821617837          
PGC2586909               G        S2        17.3808328  59.1349776  1028.7323057218312   2515.3515460558606  19      4       3    1136.0              1.0008810572687226       6613.597957149376   5.826958552554516          
PGC2651330               G        S2        17.3821726  63.1944314  580.1595941018767    1986.2434894314144  19      4       3    1119.0              1.0008944543828264       4571.313742131009   4.08883161192398           
PGC3139346               G        S2        17.3850978  64.5163944  548.9800918604652    1683.5007023075416  19      4       3    1118.0              1.000895255147717        4215.022723961261   3.7735207913708697         
PGC3136476               G        S2        17.395601   58.5089653  -231.72950643171805  2193.3846265836128  19      4       3    1135.0              1.0008818342151675       5098.389931600868   4.495934683951383          
PGC3139318               G        S2        17.3978812  64.4719332  1593.9347958517212   2035.4450178853297  19      4       3    1133.0000000000002  1.0008833922261486       8908.968293284866   7.870113333290518          
PGC3136419               G        S2        17.3979011  58.3884292  913.8133761819804    2441.1732477611486  19      4       3    1121.0              1.0008928571428573       6875.459799201566   6.138803392144255          
PGC2507362               G        S2        17.4296941  55.5858797  1315.8895158632777   2464.085827063817   19      4       3    1141.0000000000002  1.0008771929824563       8927.857329867962   7.831453798129791          
PGC2633897               G        S2        17.4486651  62.2806425  -40.87026886543536   2120.1158414606543  19      4       3    1137.0              1.0008802816901408       5378.867013427452   4.734918145622757          
PGC2506355               G        S2        17.4634026  55.5578144  105.05153627622379   2049.3476100043995  19      4       3    1144.0              1.0008748906386702       4570.907109186037   3.9990438400577752         
PGC2571583               G        S2        17.4974664  57.8349103  256.56018105263155   1976.6822719410818  19      4       3    1140.0              1.0008779631255487       4553.252862960711   3.9975881149786754         
PGC060453                G        S2        17.5367198  59.9415319  238.7674974716652    2416.363393812287   19      4       3    1147.0              1.0008726003490402       4362.942532228513   3.8071051764646713         
PGC097545                G        S2        17.6337532  56.2238392  646.3660837719299    2383.291461879458   19      4       3    1140.0              1.0008779631255487       5224.2167120804825  4.586669633082074          
PGC2514311               G        S2        17.4041759  55.7861109  1122.4133346187555   2169.254676197224   19      4       3    1141.0              1.000877192982456        6200.4941141280015  5.439029924673686          
PGC2532265               G        S2        17.4862555  56.2991494  919.433279839429     1975.5428456192558  19      4       3    1121.0              1.0008928571428573       5376.781459174176   4.800697731405514          
PGC2533337               G        S2        17.3636222  56.3313851  983.2805882922534    2057.8474670631613  19      4       3    1136.0              1.0008810572687226       5871.078459264954   5.17275635177529           
PGC2543407               G        S2        17.2823326  56.6494414  285.88869114035094   1792.8427351272019  19      4       3    1140.0              1.0008779631255487       3941.6459334198407  3.4606197835117127         
